username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1,prob_topik_2,prob_topik_3,prob_topik_4,prob_topik_5
ShopeeID,"@imnotnuwuu @jntexpressid Hi Kak imnotnuwuu, maaf ya udah buat kakak ga nyaman terkait kendala pengiriman pesanan. Supaya aku bisa bantu pengecekan lebih lanjut, kakak bisa kirimin aku username dan no pesanan yg berkendala melalui DM ke X aku ya, di @ShopeeID ya, sehat selalu ^BQ",hi kakak imnotnuwuu maaf ya sudah buat kakak tidak_nyaman terkait kendala pengiriman pesanan supaya aku bisa bantu _p_e_n_g_e_c_e_k_a_n_ _l_e_b_i_h_ _l_a_n_j_u_t_ kakak bisa kirimin aku username dan _n_o_m_o_r_ _p_e_s_a_n_a_n_ yang berkendala _m_e_l_a_l_u_i_ _d_m_ ke x aku ya di ya _s_e_h_a_t_ _s_e_l_a_l_u_ bq,5,Penawaran Bantuan Resolusi,0.9767568532735454,0.004645999553976694,0.004652646042941265,0.004652999697858211,0.004645580192968061,0.004645921238710306,0.9767568532735454
ikanatassa,"Akhirnya paket tiba di Medan,  kuputuskan untuk jemput ke gudang. Begini situasinya. Paket dilempar-lempar. 

Begini prosedur kerjanya ya @jntexpressid ? https://t.co/JTAxXN4sQ7",akhirnya paket tiba di medan kuputuskan untuk jemput ke gudang begini situasinya paket dilempar lempar begini prosedur kerjanya ya,4,Keluhan Status Pelacakan,0.5097359327462475,0.016875006748154425,0.016932735132399464,0.016882983058402395,0.42271482976337066,0.5097359327462475,0.01685851255142548
kikooott,"@ikanatassa @jntexpressid jnt ini mmg agak2 kak, aku berapa x belanja dr marketplace, kurir ga ada ngehubungin, nungguin aku udh sebulan, tiba2 diretur.
Pernah juga, kurir jnt.
Barangnya ga dianter2, malah dgn ga sopannya nyuruh ambil di gudangnya.
KURIR JNT bobrokkkk!!",j&t ini mmg agak2 kakak aku berapa x belanja dari marketplace kurir tidak_ada menghubungi nungguin aku sudah sebulan tiba2 diretur pernah juga kurir j&t barangnya tidak_dianter2 malah dengan tidak_sopannya nyuruh ambil di gudangnya kurir j&t bobrokk,3,Durasi Pengiriman Barang,0.5621908386073224,0.3147792729827543,0.008864656235564518,0.008863425535190038,0.5621908386073224,0.008864749041568388,0.09643705759760031
ikanatassa,"Dear Robin Lo, the CEO of @jntexpressid 

The failure of your company stands as a clear reflection of the deeply inadequate quality of your leadership. https://t.co/4xT7QgsoEJ",dear robin kamu the ceo of the failure of your company stands as a clear reflection of the deeply inadequate quality of your leadership,4,Keluhan Status Pelacakan,0.6333086879801868,0.03333339453338692,0.033333360350224515,0.23285377393781906,0.03342957233837516,0.6333086879801868,0.03374121086000762
ikanatassa,"@jntexpressid sudah aku dm, kok blm ditanggapi?",sudah aku dm kok belum_ditanggapi,3,Durasi Pengiriman Barang,0.6324094094763519,0.03335297865862175,0.03348595891972643,0.23322684723756443,0.6324094094763519,0.03353967105516061,0.03398513465257486
ikanatassa,"@neeytaaa @jntexpressid oo bukan, ini dari jakarta ke medan. yg ngecek petugas jnt, ngapain coba?",oo bukan_ini dari jakarta ke medan yang ngecek petugas j&t ngapain coba,2,Pengecekan via Direct Message,0.3557539460549971,0.21903576118298382,0.033376718714821466,0.3557539460549971,0.03378419285794929,0.3243644155868495,0.03368496560239892
bekokjin,@jntexpressid BALES ETA DM AING ANJINGGG ULAH SOK SOK HARI IBU SIA ANJINGG BALIKEUN BARANG AING EKSPEDISI MALING SIAAA KONTOL PEPEK,balas eta dm aing anjingg ulah sok sok hari ibu sia anjingg balikeun barang aing ekspedisi maling siaa kontol pepek,2,Pengecekan via Direct Message,0.3611091064462561,0.2195635873245175,0.02777779851413988,0.3611091064462561,0.3357958222295211,0.02794023764070252,0.02781344784486288
gebpo_0,@bekokjin @jntexpressid @R_Forest68 @maternalDSSTR teu mampu meuli,teu mampu meuli,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
birmingsnort,"Jnt KONTOL anjing mau nangis banget kontollll, masa cuma dijawab emoji doang wkwk @jntexpressid woy urus nih cabang lu ga becus https://t.co/fUY5JPHB07",j&t kontol anjing mau menangis banget kontoll masa cuma dijawab emoji saja wkwk woy urus ini cabang kamu tidak_mampu,3,Durasi Pengiriman Barang,0.8952943262901132,0.020871641630011564,0.020833340036985087,0.021018774914667342,0.8952943262901132,0.021021473610417986,0.020960443517804857
bekokjin,"@jntexpressid lagi dan lagi ngirim jersey @R_Forest68 x @maternalDSSTR  malah ilang,  kayak gini aja lu ekspedisi KONTOL  PEPEK pengaduan lambat berbeli belit sing kahuruan sia JNT 🔥🔥🔥 https://t.co/XyJfRvkMRe",lagi dan lagi mengirim jersey x malah hilang seperti begini saja kamu ekspedisi kontol pepek pengaduan lambat berbeli belit sing kahuruan sia j&t,3,Durasi Pengiriman Barang,0.699103220625882,0.23965333147836182,0.015154832726355018,0.015305086945192694,0.699103220625882,0.015527100345060581,0.015256427879147914
peonyverdicts,@jntexpressid mohon kejelasannya. Saya tidak pesan paket apapun tapi ada paket cod yg dikirim ke rumah. Sudah curiga dari nama perusahaan saya yg typo dan di balik resi resmi ada alamat lain (foto ke 3). Isi paket juga tumpukan kertas https://t.co/tOR5AV4X8H,mohon kejelasannya saya tidak_pesan paket apapun tapi ada paket _b_a_y_a_r_ _d_i_ _t_e_m_p_a_t_ yang dikirim ke rumah sudah curiga dari nama perusahaan saya yang typo dan di kembali _n_o_m_o_r_ _r_e_s_i_ resmi ada alamat lain foto ke 3 isi paket juga tumpukan kertas,4,Keluhan Status Pelacakan,0.7226622327026205,0.08320098475720288,0.0057875044483343295,0.005802910551234786,0.1767455864615438,0.7226622327026205,0.00580078107906359
minnaypon,Emosi banget paket gw masa 4 hari berturut gagal terkirim mulu pdhl kemarin ada kurirnya yg kirim ke rumah gw. Mana csnya gak membantu sama sekali @jntexpressid https://t.co/yI0e9zc0rf,emosi banget paket saya masa 4 hari berturut gagal terkirim terus padahal kemarin ada kurirnya yang kirim ke rumah saya mana csnya tidak_membantu sama sekali,3,Durasi Pengiriman Barang,0.6156865835720516,0.009284250412412551,0.009264861467810383,0.009277430137637125,0.6156865835720516,0.34721040723202534,0.009276467178063155
JNECare,"@_RizkiLucky_ @jntexpressid Hi Kak Rizki, mohon maaf bisa infokan nomor resinya via DM agar kami cek ya. Thanks ^Clava",hi kakak rizki _m_o_h_o_n_ _m_a_a_f_ bisa infokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar kami cek ya _t_e_r_i_m_a_ _k_a_s_i_h_ clava,1,Protokol Standar Customer Service,0.9534630347309352,0.009270801267038673,0.9534630347309352,0.009330222138270942,0.009275262397124924,0.009281480879254584,0.009379198587375785
andjoe66,"@HTX_Global @BasementRon Charts bleeding everywhere and UFD couldn’t care less
Proper unicorn behaviour 🦄

@jntexpressid @zkLink_Official https://t.co/gpc7j6ts2d",charts bleeding everywhere and ufd couldn t care less proper unicorn behaviour,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
callistazee_,"@jntexpressid halo kak tolong paket daya dengan resi JD0520913783 tidak jelas keberadaannya, tolong kinta bukti foto penerimanya terimakasih",halo kakak tolong paket daya dengan _n_o_m_o_r_ _r_e_s_i_ jd0520913783 tidak_jelas keberadaannya tolong kinta bukti foto penerimanya _t_e_r_i_m_a_ _k_a_s_i_h_,4,Keluhan Status Pelacakan,0.6286191160095831,0.012945653516304067,0.31978338136715856,0.012903379022300775,0.012863437849130884,0.6286191160095831,0.01288503223552276
jntexpressid,"Sabtu, 13 Desember 2025 - J&amp;T Express berkolaborasi bersama Jaggad Coffee Semarang di event lari #DeliveringYourPace.

Kamu bisa langsung ditraktir 1 gelas Americano gratis dari J&amp;T Express. Cukup tunjukkan Strava 5KM dan follow instagram @jntexpressid aja loh!
Kalian juga bisa https://t.co/Pd5fvyAbRw",sabtu 13 desember 2025 j amp t express berkolaborasi bersama jaggad coffee semarang di event lari kamu bisa langsung ditraktir 1 gelas americano gratis dari j amp t express cukup tunjukkan strava 5km dan follow instagram saja loh kalian juga bisa,0,Operasional Kurir dan Transaksi Pengiriman,0.5519753097489913,0.5519753097489913,0.010425297969458382,0.010586764126962935,0.40594046416261564,0.010507201334638925,0.010564962657332647
annisarasy,"Aku order lazada 5x
5x juga dapet WA penipuan kaya gini 😀 trus tiktokshop juga.
3 expedisi yang begini :
1. JNE (ini kalo dapet JNE pasti dapet wa penipuan)
2. NINJA (sering banget)
3. J&amp;T (lumayan sering)

Meresahkan banget weh @LazadaID @jntexpressid @JNECare 
@ninjaxpress_id https://t.co/RXRkoDARsd",aku order lazada 5x 5x juga dapat wa penipuan seperti begini trus tiktok shop juga 3 expedisi yang begini 1 jne ini kalau dapat jne pasti dapat wa penipuan 2 ninja sering banget 3 j amp t lumayan sering meresahkan banget weh,0,Operasional Kurir dan Transaksi Pengiriman,0.4943076122456513,0.4943076122456513,0.007252969163819491,0.0072474361362403145,0.4766504179438265,0.007270595178137164,0.007270969332325287
mikuroQ,@koecing_pasar @prabowo @RajaJuliAntoni @jntexpressid @DPR_RI @NgkongRoses @democrazymedia @RickyKardjono @M45Broo_ @b @BNPB_Indonesia @bahlillahadalia @kurawa @NajwaShihab @ulil @chicohakim @historia_id @seruanhl @sabronaiditnusa @karniilyas Sdh byk bgt,sudah banyak banget,3,Durasi Pengiriman Barang,0.7910244095184409,0.041691196870779094,0.04185770161494634,0.04166670917142218,0.7910244095184409,0.04192781169644782,0.04183217112796373
BaldatunS,"Dear @JNE_ID @JNECare @jntexpressid @sicepat_ekspres @jntexpressid @ShopeeCare dsb expedisi lainnya, tolong banget periksa gudang kalian, jangan sampe ada oknum nakal yg jual beli data pelanggan

Kalo perlu, silakn bekerja sama dgn @CCICPolri @DivHumas_Polri utk mngusut oknum ini",dear dsb expedisi lainnya tolong banget periksa gudang kalian jangan_sampai ada oknum nakal yang jual beli data pelanggan kalau perlu silakn bekerja sama dengan untuk mngusut oknum ini,3,Durasi Pengiriman Barang,0.6384945447717758,0.3098586111293579,0.012868543096881603,0.012924193163560341,0.6384945447717758,0.013014173414024966,0.012839934424399388
danawallet,"@exo_always100 @jntexpressid @BANKBRI_ID @CCICPolri @DivHumas_Polri @LazadaID @exo_always100 Info lebih detailnya dapat Kakak cek di nomor laporan terkait ya. Untuk kedepannya, selalu hati hati terhadap modus penipuan. Sbg info, transaksi di DANA dilindungi oleh DANA Protection dengan jaminan 100% uang kembali jika syarat &amp; ketentuan terpenuhi. Thx -FD (2)",info lebih detailnya dapat kakak cek di nomor laporan terkait ya untuk kedepannya selalu hati hati terhadap _m_o_d_u_s_ _p_e_n_i_p_u_a_n_ penipuan sbg info transaksi di dana dilindungi oleh dana protection dengan jaminan 100 uang kembali jika syarat amp ketentuan terpenuhi _t_e_r_i_m_a_ _k_a_s_i_h_ fd 2,0,Operasional Kurir dan Transaksi Pengiriman,0.502687844127116,0.502687844127116,0.4262684705456346,0.005629648505250506,0.005583585752267279,0.05421097013246424,0.005619480937267386
danawallet,"@exo_always100 @jntexpressid @BANKBRI_ID @CCICPolri @DivHumas_Polri @LazadaID @exo_always100 Hi Kak, kami memahami keluhan tindak penipuan yg dialami pasti membuat Kakak tidak tenang. Setelah kami bantu cek pada laporan Kakak, transaksi yg dikeluhkan sukses dan telah lawati sistem pengamanan verifikasi dimana saldo sudah diteruskan pada pihak penerima.(1)",hi kakak kami memahami keluhan tindak penipuan yang dialami pasti membuat kakak tidak_tenang setelah _k_a_m_i_ _b_a_n_t_u_ _c_e_k_ pada laporan kakak transaksi yang dikeluhkan sukses dan telah lawati sistem pengamanan verifikasi dimana saldo sudah diteruskan pada pihak penerima 1,0,Operasional Kurir dan Transaksi Pengiriman,0.552733164231955,0.552733164231955,0.15194274006453046,0.07712910252387564,0.007280385613145029,0.007275659848559466,0.20363894771793456
exo_always100,"#penipuan
#pelecehan
@BANKBRI_ID 
@DivHumas_Polri 
@LazadaID
@jntexpressid
Please tolongin aku. Uangku 2.056.000 melayang. Sore td, aku dpt wa yg katanya dr jnt. Katanya paketku ktuker resinya dan nggak bs direturn. Jd si orangnya bilang mau dikembaliin. Nah balikinny pakek qris. https://t.co/CCB66XikS8",please tolongin aku uangku 2 056 00 melayang sore td aku dapat wa yang katanya dari j&t katanya paketku ktuker _n_o_m_o_r_ _r_e_s_i_ dan tidak_bisa direturn jadi si orangnya bilang mau dikembaliin nah balikinny pakek qris,3,Durasi Pengiriman Barang,0.5505436617134936,0.15583061974740245,0.009320532162706395,0.009290720469898496,0.5505436617134936,0.26565906386749816,0.009355402039001003
naninuneno01_,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
naninuneno01_,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
CCICPolri,"@papasharx @77_city @jntexpressid Halo sobat siber

Terimakasih atas informasinya.

Kami akan melakukan pendalaman dan penyelidikan terhadap akun yang dimaksud

Jika ada informasi lain yang perlu kami tindak lanjuti silahkan menghubungi kami melalui https://t.co/suAY7gQLYI

Terimakasih🙏🏻  

#SalamPresisi",halo sobat siber _t_e_r_i_m_a_ _k_a_s_i_h_ atas informasinya kami akan melakukan pendalaman dan penyelidikan terhadap akun yang dimaksud jika ada informasi lain yang perlu kami _t_i_n_d_a_k_ _l_a_n_j_u_t_i silahkan menghubungi kami melalui _t_e_r_i_m_a_ _k_a_s_i_h_,1,Protokol Standar Customer Service,0.5493684415445852,0.4227164438351851,0.5493684415445852,0.006998485016351673,0.006993346792318703,0.006965414588174708,0.006957868223384676
naninuneno01_,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
naninuneno01_,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
paramawari27,@jntexpressid tolong y pelayananny diperbaiki. https://t.co/UWoSCFrKx0,tolong y pelayananny diperbaiki,4,Keluhan Status Pelacakan,0.5818321194161713,0.0833333843548335,0.08333335534604264,0.08452261184487322,0.0836451718214516,0.5818321194161713,0.08333335721662767
nurdinramdani18,@jntexpressid #JNTHPGRATIS Bismillah semoga rejeki @jntexpressid,bismillah semoga rejeki,2,Pengecekan via Direct Message,0.5829213342202085,0.08374525233003087,0.08333335129860515,0.5829213342202085,0.08333335175235242,0.08333335735724733,0.08333335304155572
naninuneno01_,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
naninuneno01_,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
nailaginaa,"@jntexpressid #JNTHPGRATIS 
..",,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
nailaginaa,"@jntexpressid #JNTHPGRATIS 
.",,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
nailaginaa,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
simsonrudi,"@jntexpressid #JNTHPGRATIS 
#JNTHPGRATIS 
#JNTHPGRATIS",,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
simsonrudi,"@jntexpressid #JNTHPGRATIS 
#JNTHPGRATIS",,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
simsonrudi,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
nid_901,"@jntexpressid #JNTHPGRATIS 
#JNTHPGRATIS
#JNTHPGRATIS

Jalan ke pasar membeli nangka,
Nangka dibelah manis rasanya.
Hanya Admin JNT yang aku suka,
Mohon beri saya OPPO A51-nya🙏 https://t.co/0enicOvIDO",jalan ke pasar membeli nangka nangka dibelah manis rasanya hanya admin j&t yang aku suka mohon beri saya oppo a51 nya,2,Pengecekan via Direct Message,0.42667748799323385,0.021031389281329166,0.02108747629014984,0.42667748799323385,0.021080629214054222,0.2510681990839504,0.25905481813728254
nid_901,"@jntexpressid #JNTHPGRATIS 
#JNTHPGRATIS 
#JNTHPGRATIS

Membawa bekal ke kebun raya,
Di sana bertemu teman lama.
Sudah lama saya menunggu, ya?
Minta tolong, pilih nama saya! 🙏 https://t.co/6rqTBvSFH0",membawa bekal ke kebun raya di sana bertemu teman lama sudah lama saya menunggu ya minta tolong pilih nama saya,4,Keluhan Status Pelacakan,0.5715999797559046,0.3763644736472792,0.013038459889066595,0.013012042672981408,0.01302973897184144,0.5715999797559046,0.012955305062926534
nid_901,"@jntexpressid #JNTHPGRATIS 
#JNTHPGRATIS
#JNTHPGRATIS
#JNTHPGRATIS

Ke rumah paman di hari raya,
Makan ketupat bersama-sama.
Kalau Admin pilih nama saya,
Pasti makin cinta JNT selamanya https://t.co/FyBGOQahYW",ke rumah paman di hari raya makan ketupat bersama sama kalau admin pilih nama saya pasti makin cinta j&t selamanya,3,Durasi Pengiriman Barang,0.6937601288050567,0.24508981481909772,0.015235972891069727,0.015238821948301673,0.6937601288050567,0.015483298138685042,0.015191963397789086
nid_901,"@jntexpressid #JNTHPGRATIS 
#JNTHPGRATIS 
#JNTHPGRATIS 

Pisang goreng dicampur madu,
Rasanya enak buat ketagihan.
Tolong, Admin, kabulkan rindu,
OPPO A51 jadi kenyataan. 💖",pisang goreng dicampur madu rasanya enak buat ketagihan tolong admin kabulkan rindu oppo a51 jadi kenyataan,3,Durasi Pengiriman Barang,0.831375937081455,0.03333341379883773,0.03378302052228719,0.03399557823052413,0.831375937081455,0.033906099819589974,0.03360595054730599
tegarlah25,"@jntexpressid #JNTHPGRATIS 

Beli ikan dan juga bumbu/
Belinya di pasar Minggu/
Tetap keren dan semakin maju/
Sukses dan berjaya J&amp;T selalu// 

❣️",beli ikan dan juga bumbu belinya di pasar minggu tetap keren dan semakin maju sukses dan berjaya j amp t selalu,0,Operasional Kurir dan Transaksi Pengiriman,0.5665486218474203,0.5665486218474203,0.015157759491299855,0.015223644786072557,0.21129326547536703,0.17658156470359976,0.015195143696240424
tegarlah25,"@jntexpressid #JNTHPGRATIS 
❣️❣️",,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
tegarlah25,"@jntexpressid #JNTHPGRATIS 
❣️",,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
tegarlah25,@jntexpressid #JNTHPGRATIS,,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
JNECare,"@ad161093 @JNE_ID @jntexpressid Mohon maaf atas keterlambatan responnya kak. Untuk DMnya sudah kami respon, mohon dicek ya kak. Trims ^Atta",_m_o_h_o_n_ _m_a_a_f_ atas keterlambatan responnya kakak untuk dm nya sudah kami respon mohon dicek ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ atta,1,Protokol Standar Customer Service,0.7779796628763708,0.009818081592357855,0.7779796628763708,0.18269873191347338,0.009823180941642615,0.009836152192187086,0.009844190483968231
penguinmecil,@jntexpressid wkwkwk tas isi duit cod-an customer,wkwkwk tas isi duit _b_a_y_a_r_ _d_i_ _t_e_m_p_a_t_ an customer,3,Durasi Pengiriman Barang,0.5411807111619433,0.04194176628492955,0.041666733654316904,0.2912671358222895,0.5411807111619433,0.04227691402647237,0.04166673905004835
catndorfin,"@jntexpressid kurirnya kena virus eat it up, eat it, eat it hoekk juga ternyata TT",kurirnya kena virus eat it up eat it eat it hoekk juga ternyata tt,3,Durasi Pengiriman Barang,0.6292769571722896,0.23715637336834064,0.03333337829177859,0.0333334701698425,0.6292769571722896,0.033566439997462644,0.033333381000286065
miss_ozn,"@jntexpressid Jadi, DC cakung itu Dance Cover di Cakung? Pantes lama",jadi dc cakung itu dance cover di cakung pantes lama,3,Durasi Pengiriman Barang,0.8329067945520195,0.03345493821423306,0.0333898789802167,0.033429537596179525,0.8329067945520195,0.03346109730064258,0.03335775335670871
argothrottle,@jntexpressid Le Sserafim DC Cakung,le sserafim dc cakung,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
yenduckim,"@jntexpressid mantap min, ditunggu kedatangan kku-rirnya",mantap min ditunggu kedatangan kku rirnya,2,Pengecekan via Direct Message,0.3885214589415345,0.05555567440672735,0.3881623785824653,0.3885214589415345,0.05555585366392644,0.05597925654443137,0.056225377860915006
sometimesusagi,@jntexpressid Lhakok lucuuuu 😭,lhakok lucuu,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
RahmaPil,@jntexpressid Request paketku dianter Yunjin bisa gak?,request paketku dianter yunjin bisa tidak,3,Durasi Pengiriman Barang,0.7192964186304037,0.05581451039599075,0.05570124542361629,0.05620884104749566,0.7192964186304037,0.056082322427819416,0.05689666207467403
dobelden,"Pengiriman @jntexpressid dari Temanggung ke Jabodetabek bisa one day delivery. Pelanggan baru kami sampai mengira kami punya drop point di Jakarta 😆

yuk yang mau pesan2 produk Rumah @kopitemanggung https://t.co/xYZ21aSuC8",pengiriman dari temanggung ke jabodetabek bisa one day delivery pelanggan baru kami sampai mengira kami punya drop point di jakarta yuk yang mau pesan2 produk rumah,3,Durasi Pengiriman Barang,0.5502057102159894,0.25853989132185884,0.15760789162145164,0.0111545395903182,0.5502057102159894,0.011252019637410045,0.011239947612972014
kkura_thinker,@jntexpressid Gas le sserafim as BA jnt,gas le sserafim as ba j&t,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
badaklaut43,"Ada yang kerja di ekspedisi gakk terutama J&amp;T? Baru inget kalo beli keranjang laundry dari tanggal 6 di Tokopedia. Tapi sampe hari ini gak sampe2. Aku cek di lacak pesanan keterangannya ""barang disimpan di gudang J&amp;T"" @jntexpressid @tokopedia kenapa yaaa?",ada yang kerja di ekspedisi gakk terutama j amp t baru inget kalau beli keranjang laundry dari tanggal 6 di tokopedia tapi sampai hari ini tidak_sampe2 aku cek di lacak pesanan keterangannya barang disimpan di gudang j amp t kenapa yaa,3,Durasi Pengiriman Barang,0.48184031836227953,0.21045302200942156,0.006439814239554721,0.006573450778223292,0.48184031836227953,0.28821823321393847,0.006475161396582421
RevaDominica,@jntexpressid Min selama ini kok ga bilang DC itu dance cover?,min selama ini kok tidak_bilang dc itu dance cover,3,Durasi Pengiriman Barang,0.43513480592822723,0.0333798760374021,0.03333334526732182,0.033806845307977874,0.43513480592822723,0.43101178110525473,0.03333334635381622
kimminjuangell,@jntexpressid Bisa aja lu min 😭,bisa saja kamu min,2,Pengecekan via Direct Message,0.5815705484558437,0.03338315389918828,0.03336160614787301,0.5815705484558437,0.2845910676432856,0.03342155450363719,0.03367206935017209
every__nina,"Kurang sabar apa 😇😇😇😇
@jntexpressid https://t.co/ETONghUEdM",kurang_sabar apa,3,Durasi Pengiriman Barang,0.5819183694800114,0.08365345656307005,0.08333338531523168,0.0833334908804166,0.5819183694800114,0.08442790854452785,0.08333338921674263
BlibliCare,"@penyetankraken @bekalicky @SosmedAnu @kemendespdt @Kemendag @JNE_ID @jntexpressid @ShopeeID @tokopedia @KawanLazada @bukalapakcom Halo kak, makasih banget buat feedback dan masukannya ^^ mimin bantu sampaikan ke tim internal ya 💙 apabila ada pertanyaan atau kendala seputar Blibli boleh banget langsung DM kita kak 😊 -Moses",halo kakak _t_e_r_i_m_a_ _k_a_s_i_h_ banget buat feedback dan masukannya mimin bantu sampaikan ke tim internal ya apabila ada pertanyaan atau kendala seputar blibli boleh banget langsung dm kita kakak moses,5,Penawaran Bantuan Resolusi,0.4515753788272627,0.007674529558420722,0.2160833011926476,0.1853355795472108,0.13171074760032647,0.007620463274131767,0.4515753788272627
bekalicky,"@SosmedAnu Sebenarnya @kemendespdt, @Kemendag, @JNE_ID @jntexpressid @ShopeeID @tokopedia @KawanLazada @bukalapakcom @BlibliCare dll, bisa kerja sama koreksi biaya admin dan biaya layanan kemudian maksimalkan BUMDes di tiap desa sebagai pangkalan terakhir paket https://t.co/9pFOR5YEFt",sebenarnya dll bisa kerja sama koreksi biaya admin dan biaya layanan kemudian maksimalkan bumdes di tiap desa sebagai pangkalan terakhir paket,4,Keluhan Status Pelacakan,0.5065613756861198,0.42597611768895927,0.016810839437895013,0.016878128735916886,0.016918796635386868,0.5065613756861198,0.016854741815722114
ShopeeCare,"@amonali_pembaik @jntexpressid @ShopeeID Hai kak amonali_pembaik, maaf yaa udh buat ga nyaman terkait kendala yg km alami. agar aku bisa bantu cek boleh infoin Username Shopee dan No. Pesanan kakak melalui dm @shopeeID @shopeecare . Sehat selalu ^PD",hai kakak amonali_pembaik maaf ya sudah buat tidak_nyaman terkait kendala yang kamu alami agar aku bisa bantu cek boleh informasikan username shopee dan _n_o_m_o_r_ _p_e_s_a_n_a_n_ kakak _m_e_l_a_l_u_i_ _d_m_ _s_e_h_a_t_ _s_e_l_a_l_u_ pd,5,Penawaran Bantuan Resolusi,0.9721216067972756,0.005566640000573807,0.005589614995768353,0.0055885712027806496,0.005567506396919973,0.0055660606066816,0.9721216067972756
feaaless,eh konten @jntexpressid outfit kurir le sserafim lucuu bgt 😭🌹 makasi etmin dan tim udah kreatif dan bijak https://t.co/CTvTdAok94,eh konten outfit kurir le sserafim lucuu banget makasi etmin dan tim sudah kreatif dan bijak,0,Operasional Kurir dan Transaksi Pengiriman,0.48232706948985143,0.48232706948985143,0.02794513456705183,0.027924485980947808,0.4056686136005436,0.028111549358853283,0.028023147002751957
